Date,4063.T,6098.T,6501.T,6758.T,6861.T,7203.T,8001.T,8306.T,8591.T,9983.T
2022-12-02,-0.018767,-0.018637,-0.023491,-0.012804,-0.026374,-0.01376,-0.022055,-0.012433,-0.02167,-0.017154
2022-12-05,-0.007993,-0.002084,-0.011888,-0.003131,-0.006684,-0.010147,0,0.004332,-0.005307,0.031096
2022-12-06,-0.003453,-0.016013,0.008493,-0.011664,-0.003365,-0.003844,0.009837,0.008896,0.007423,0.020384
2022-12-07,-0.015882,0.001887,-0.001544,-0.01271,-0.006752,0.003087,-0.002376,0.009753,0.013125,-0.018925
2022-12-08,-0.006455,-0.007062,-0.015744,-0.01931,-0.008408,-0.005642,-0.002143,-0.011114,-0.018182,-0.004287
2022-12-09,0.014471,0.015173,0.014282,0.022972,0.021108,0.007996,0.017661,0.009901,0.00625,0.006458
2022-12-12,-0.004367,0.006072,-0.007181,-0.003208,-0.011484,0.004606,0.000469,0.000927,0.013342,-0.003089
2022-12-13,0.009357,-0.000928,0.018153,0.010575,0.012154,0.002802,0.004923,0.003309,0.011124,0.015256
2022-12-14,0.030127,0.018355,0.002089,0.014559,0.01342,0.004826,0.007698,-0.000528,0.008307,0.000704
2022-12-15,-0.002812,-0.014146,0.003336,-0.009417,-0.018296,0.000253,0.001852,0.005412,0,-0.00786
2022-12-16,-0.016638,-0.011109,-0.017872,-0.017202,-0.014555,-0.018954,-0.015943,-0.000656,-0.032287,-0.035119
2022-12-19,-0.011471,-0.01568,-0.009874,-0.010134,-0.003062,-0.015971,-0.0054,0.014451,-0.007133,-0.011029
2022-12-20,-0.018277,-0.027342,-0.018379,-0.036761,-0.035772,-0.034031,-0.011568,0.059829,-0.008343,-0.018587
2022-12-21,-0.006501,0.0022,-0.011176,-0.015942,-0.024733,-0.020054,0.003821,0.039223,-0.010516,0.001768
2022-12-22,0.005057,0.008293,-0.002055,0.009327,0.000961,0.018252,0.007376,0.02234,0.012045,0.000126
2022-12-23,-0.012726,-0.005564,-0.009707,-0.007782,-0.014203,-0.012493,-0.012518,0.032777,0.002567,-0.003277
2022-12-26,0.014988,0.019703,0.016189,0.002941,0.001168,0.00275,0.001435,-0.01882,0.003026,0.019977
2022-12-27,-0.01772,0.010735,-0.007162,-0.007331,-0.001556,-0.003017,0.003344,0.018954,0,0.020578
2022-12-28,-0.005713,0.004484,0.001619,0.002462,-0.001364,0.000825,0.003571,-0.000334,0.000232,-0.011053
2022-12-29,-0.016631,-0.003055,-0.009112,-0.006385,0.006242,-0.001099,-0.010436,-0.017827,-0.012993,-0.029722
2022-12-30,-0.002152,-0.015555,-0.007565,-0.007909,-0.003295,-0.002477,-0.006232,0.008508,-0.003996,0.019367
